Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,PHIF,SW,KLOGH,Equinor facies,Lithology,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4,NTG_Slope
15_9-F-4,3255.568849,-0.8021106407814852,-0.8686885490742386,0.34245879837697746,0.5469382834050437,-0.6253457665867775,-0.620475674437194,0.3672488570729102,0.33214226425608867,-0.5462981610603207,0.5466225061631568,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3255.721249,-0.7471349020103287,-0.8239685641172532,0.34905615437910126,0.5433330031229846,-0.7847966192970509,-0.5890729472075489,0.4229210340014339,0.26492511363441734,-0.5400764797811981,0.33140545181383757,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3255.873649,-0.7556399513322386,-0.8310668948805578,0.3568714714327695,0.5517222355240604,-0.5813594401136535,-0.5890729472075489,0.49875654853723145,0.3242342560312015,-0.5506055020623186,0.4026371713540672,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.026049,-0.8053514073629421,-0.8708180596606956,0.36387890406172535,0.5388681569984642,-0.4823900543459373,-0.6012287641721905,0.4996661562725895,0.3598196900681179,-0.558263054608195,0.5858770841616749,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.178449,-0.857689360935279,-0.9126987350272902,0.3549369643780806,0.5460070940784825,-0.8617724569473668,-0.49688633345095157,0.30089594703029265,0.1818925396532097,-0.5348119375320639,0.570338881570619,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.330849,-0.7399318138020499,-0.818289739082409,0.36748677366223353,0.5468528731292371,-0.6500881061558347,-0.31251791777169224,0.17976725354920828,0.11862969957393858,-0.5305045917441316,0.20582547735901216,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.483249,-0.6412416379186415,-0.7394973646912183,0.31658307582644446,0.5607935560103342,-0.8892640003404069,0.02785453025520115,-0.15986331036897727,-0.17791543908941912,-0.46541592634290585,-0.11201330208898305,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.635649,-0.4987580107590583,-0.6252128324959718,0.32040819311423413,0.5635578035013878,-0.779298239140573,0.34796810388534,-0.25706028968957456,-0.3597965639622585,-0.4367002574457717,-0.2978789323430147,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.788049,-0.46581993327217275,-0.5989487786830678,0.29106540577543355,0.5997748631440531,-0.6061018071741984,0.3824115859950479,-0.35039088764629883,-0.33409584860375063,-0.4256926369340503,-0.31390788567260924,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3256.940449,-0.3829336790909604,-0.5322235978225253,0.22318487197524275,0.6421314489535297,-0.5538678967206135,0.21627810631886346,-0.15365683411003772,-0.2075698521304145,-0.40894187115665936,-0.33930615670567216,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3257.092849,-0.3732111657338629,-0.524415418366375,0.2090605065347032,0.6414602594365743,-0.6033526033502156,-0.053185839946808824,0.13162962422554284,-0.041504723937674376,-0.4271284411977218,-0.31345789493276505,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3257.245249,-0.3644299427740771,-0.517316988225247,0.2763919879044056,0.6009040789598478,-0.12774999131356482,-0.10586183694736212,0.2214957833746967,0.13049140548131277,-0.4836024245949516,-0.28206264298498274,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3257.397649,-0.31430707539561636,-0.47685596765384775,0.2989363761549335,0.5996717750851936,-0.17173629029520115,-0.2122306373046833,0.11238910859892402,0.1898005478780969,-0.500353195158277,-0.3039015498703773,0.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-4,3257.550049,-0.23839836932807068,-0.41651946761941105,0.2718211981788286,0.6034687420074045,-0.37242429314610415,-0.42394903081123664,-0.09828749217637173,0.27283312185930453,-0.4970030554034153,-0.33424874457459414,0.0,3.0,0,0,0,1,0,-0.01486237531597783
